co2,regiao
302.32,Zona Leste
341.17,Zona Leste
270.69,Zona Leste
303.35,Zona Leste
302.32,Zona Leste
235.62,Zona Leste
266.92,Zona Leste
234.76,Zona Leste
234.76,Zona Leste
209.49,Zona Leste
208.71,Zona Leste
232.22,Zona Leste
265.99,Zona Leste
254.95,Zona Leste
249.56,Zona Leste
234.76,Zona Leste
250.45,Zona Leste
237.33,Zona Leste
234.76,Zona Leste
257.68,Zona Leste
251.35,Zona Leste
285.19,Zona Leste
254.05,Zona Leste
303.35,Zona Leste
299.24,Zona Leste
301.29,Zona Leste
298.22,Zona Leste
301.29,Zona Leste
305.42,Zona Leste
271.64,Zona Leste
297.2,Zona Leste
297.2,Zona Leste
342.3,Zona Leste
223.08,Zona Leste
265.99,Zona Leste
353.77,Zona Leste
254.95,Zona Leste
212.63,Zona Leste
243.39,Zona Leste
236.47,Zona Leste
318.07,Zona Leste
204.08,Zona Leste
228.03,Zona Leste
198.03,Zona Leste
236.47,Zona Leste
223.08,Zona Leste
225.55,Zona Leste
233.91,Zona Leste
238.18,Zona Leste
247.79,Zona Leste
247.79,Zona Leste
300.26,Zona Leste
205.62,Zona Leste
289.15,Zona Leste
302.32,Zona Leste
299.24,Zona Leste
301.29,Zona Leste
301.29,Zona Leste
300.26,Zona Leste
305.42,Zona Leste
203.32,Zona Leste
301.29,Zona Leste
284.2,Zona Leste
215.01,Zona Leste
246.02,Zona Leste
209.49,Zona Leste
219.83,Zona Leste
204.08,Zona Leste
204.08,Zona Leste
231.38,Zona Leste
271.64,Zona Leste
287.16,Zona Leste
235.62,Zona Leste
298.22,Zona Leste
300.26,Zona Leste
303.35,Zona Leste
204.08,Zona Leste
295.17,Zona Leste
295.17,Zona Leste
299.24,Zona Leste
300.26,Zona Leste
219.02,Zona Leste
280.29,Zona Leste
243.39,Zona Leste
219.83,Zona Leste
249.56,Zona Leste
218.21,Zona Leste
234.76,Zona Leste
210.27,Zona Leste
253.14,Zona Leste
238.18,Zona Leste
285.19,Zona Leste
231.38,Zona Leste
233.91,Zona Leste
239.91,Zona Leste
223.9,Zona Leste
241.64,Zona Leste
283.22,Zona Leste
249.56,Zona Leste
294.16,Zona Leste
284.2,Zona Leste
302.32,Zona Leste
301.29,Zona Leste
299.24,Zona Leste
303.35,Zona Leste
303.35,Zona Leste
302.32,Zona Leste
303.35,Zona Leste
204.85,Zona Leste
303.35,Zona Leste
292.15,Zona Leste
237.33,Zona Leste
219.83,Zona Leste
205.62,Zona Leste
235.62,Zona Leste
238.18,Zona Leste
274.5,Zona Leste
231.38,Zona Leste
232.22,Zona Leste
291.15,Zona Leste
277.39,Zona Leste
266.92,Zona Leste
303.35,Zona Leste
301.29,Zona Leste
300.26,Zona Leste
305.42,Zona Leste
233.91,Zona Leste
234.76,Zona Leste
233.91,Zona Leste
226.37,Zona Leste
239.91,Zona Leste
303.35,Zona Leste
265.99,Zona Leste
307.5,Zona Leste
302.32,Zona Leste
302.32,Zona Leste
301.29,Zona Leste
308.55,Zona Leste
306.46,Zona Leste
302.32,Zona Leste
297.2,Zona Leste
254.05,Zona Leste
300.26,Zona Leste
300.26,Zona Leste
249.56,Zona Leste
300.26,Zona Leste
247.79,Zona Leste
257.68,Zona Leste
217.41,Zona Leste
235.62,Zona Leste
241.64,Zona Leste
207.16,Zona Leste
207.94,Zona Leste
228.87,Zona Leste
229.7,Zona Leste
239.05,Zona Leste
241.64,Zona Leste
237.33,Zona Leste
242.51,Zona Leste
251.35,Zona Leste
300.26,Zona Leste
262.27,Zona Leste
285.19,Zona Leste
301.29,Zona Leste
286.17,Zona Leste
300.26,Zona Leste
333.34,Zona Leste
305.42,Zona Leste
305.42,Zona Leste
300.26,Zona Leste
302.32,Zona Leste
226.37,Zona Leste
205.62,Zona Leste
223.08,Zona Leste
300.26,Zona Leste
248.67,Zona Leste
259.51,Zona Leste
241.64,Zona Leste
257.68,Zona Leste
225.55,Zona Leste
204.08,Zona Leste
241.64,Zona Leste
249.56,Zona Leste
229.7,Zona Leste
278.35,Zona Leste
241.64,Zona Leste
240.77,Zona Leste
307.5,Zona Leste
292.15,Zona Leste
305.42,Zona Leste
314.87,Zona Leste
306.46,Zona Leste
308.55,Zona Leste
236.47,Zona Leste
249.56,Zona Leste
206.39,Zona Leste
211.06,Zona Leste
302.32,Zona Leste
239.91,Zona Leste
240.77,Zona Leste
234.76,Zona Leste
201.04,Zona Leste
231.38,Zona Leste
301.29,Zona Leste
219.83,Zona Leste
275.46,Zona Leste
257.68,Zona Leste
287.16,Zona Leste
289.15,Zona Leste
278.35,Zona Leste
282.24,Zona Leste
299.24,Zona Leste
299.24,Zona Leste
301.29,Zona Leste
302.32,Zona Leste
300.26,Zona Leste
298.22,Zona Leste
274.5,Zona Leste
330.02,Zona Leste
237.33,Zona Leste
246.9,Zona Leste
262.27,Zona Leste
218.21,Zona Leste
233.07,Zona Leste
240.77,Zona Leste
203.32,Zona Leste
204.85,Zona Leste
245.14,Zona Leste
301.29,Zona Leste
229.7,Zona Leste
228.87,Zona Leste
271.64,Zona Leste
248.67,Zona Leste
247.79,Zona Leste
223.08,Zona Leste
299.24,Zona Leste
204.85,Zona Leste
297.2,Zona Leste
284.2,Zona Leste
297.2,Zona Leste
304.38,Zona Leste
295.17,Zona Leste
302.32,Zona Leste
201.8,Zona Leste
297.2,Zona Leste
247.79,Zona Leste
295.17,Zona Leste
299.24,Zona Leste
303.35,Zona Leste
245.14,Zona Leste
217.41,Zona Leste
232.22,Zona Leste
201.8,Zona Leste
221.45,Zona Leste
207.94,Zona Leste
273.55,Zona Leste
205.62,Zona Leste
286.17,Zona Leste
256.76,Zona Leste
248.67,Zona Leste
231.38,Zona Leste
203.32,Zona Leste
297.2,Zona Leste
239.91,Zona Leste
239.91,Zona Leste
296.19,Zona Leste
247.79,Zona Leste
298.22,Zona Leste
302.32,Zona Leste
302.32,Zona Leste
299.24,Zona Leste
298.22,Zona Leste
288.16,Zona Leste
255.86,Zona Leste
198.78,Zona Leste
201.04,Zona Leste
300.26,Zona Leste
341.17,Zona Leste
217.41,Zona Leste
218.21,Zona Leste
296.19,Zona Leste
201.04,Zona Leste
242.51,Zona Leste
230.54,Zona Leste
233.91,Zona Leste
219.83,Zona Leste
224.72,Zona Leste
219.83,Zona Leste
204.85,Zona Leste
252.24,Zona Leste
283.22,Zona Leste
202.56,Zona Leste
297.2,Zona Leste
281.27,Zona Leste
254.95,Zona Leste
268.8,Zona Leste
247.79,Zona Leste
295.17,Zona Leste
301.29,Zona Leste
335.56,Zona Leste
299.24,Zona Leste
296.19,Zona Leste
287.16,Zona Leste
219.83,Zona Leste
211.06,Zona Leste
201.04,Zona Leste
205.62,Zona Leste
222.26,Zona Leste
246.02,Zona Leste
280.29,Zona Leste
297.2,Zona Leste
299.24,Zona Leste
302.32,Zona Leste
220.64,Zona Leste
300.26,Zona Leste
231.38,Zona Leste
205.62,Zona Leste
200.28,Zona Leste
238.18,Zona Leste
239.05,Zona Leste
243.39,Zona Leste
300.26,Zona Leste
299.24,Zona Leste
300.26,Zona Leste
250.45,Zona Leste
245.14,Zona Leste
238.18,Zona Leste
204.08,Zona Leste
217.41,Zona Leste
202.56,Zona Leste
220.64,Zona Leste
204.85,Zona Leste
332.23,Zona Leste
204.85,Zona Leste
232.22,Zona Leste
231.38,Zona Leste
225.55,Zona Leste
224.72,Zona Leste
285.19,Zona Leste
200.28,Zona Leste
208.71,Zona Leste
254.95,Zona Leste
205.62,Zona Leste
252.24,Zona Leste
302.32,Zona Leste
291.15,Zona Leste
307.5,Zona Leste
302.32,Zona Leste
254.95,Zona Leste
237.33,Zona Leste
250.45,Zona Leste
250.45,Zona Leste
232.22,Zona Leste
236.47,Zona Leste
221.45,Zona Leste
279.32,Zona Leste
242.51,Zona Leste
294.16,Zona Leste
207.16,Zona Leste
300.26,Zona Leste
297.2,Zona Leste
298.22,Zona Leste
298.22,Zona Leste
297.2,Zona Leste
336.68,Zona Leste
296.19,Zona Leste
297.2,Zona Leste
266.92,Zona Leste
298.22,Zona Leste
201.8,Zona Leste
215.81,Zona Leste
202.56,Zona Leste
240.77,Zona Leste
203.32,Zona Leste
233.07,Zona Leste
218.21,Zona Leste
231.38,Zona Leste
229.7,Zona Leste
238.18,Zona Leste
248.67,Zona Leste
201.04,Zona Leste
286.17,Zona Leste
236.47,Zona Leste
300.26,Zona Leste
240.77,Zona Leste
286.17,Zona Leste
286.17,Zona Leste
296.19,Zona Leste
298.22,Zona Leste
296.19,Zona Leste
296.19,Zona Leste
242.51,Zona Leste
196.54,Zona Leste
298.22,Zona Leste
292.15,Zona Leste
207.94,Zona Leste
203.32,Zona Leste
205.62,Zona Leste
228.03,Zona Leste
235.62,Zona Leste
231.38,Zona Leste
248.67,Zona Leste
220.64,Zona Leste
237.33,Zona Leste
278.35,Zona Leste
238.18,Zona Leste
277.39,Zona Leste
299.24,Zona Leste
207.16,Zona Leste
215.01,Zona Leste
262.27,Zona Leste
204.08,Zona Leste
250.45,Zona Leste
238.18,Zona Leste
281.27,Zona Leste
286.17,Zona Leste
296.19,Zona Leste
294.16,Zona Leste
201.04,Zona Leste
295.17,Zona Leste
212.63,Zona Leste
297.2,Zona Leste
204.85,Zona Leste
229.7,Zona Leste
227.2,Zona Leste
272.59,Zona Leste
233.07,Zona Leste
287.16,Zona Leste
300.26,Zona Leste
301.29,Zona Leste
298.22,Zona Leste
299.24,Zona Leste
296.19,Zona Leste
300.26,Zona Leste
336.68,Zona Leste
249.56,Zona Leste
206.39,Zona Leste
299.24,Zona Leste
202.56,Zona Leste
252.24,Zona Leste
296.19,Zona Leste
301.29,Zona Leste
300.26,Zona Leste
300.26,Zona Leste
301.29,Zona Leste
300.26,Zona Leste
295.17,Zona Leste
222.26,Zona Leste
298.22,Zona Leste
211.84,Zona Leste
296.19,Zona Leste
233.07,Zona Leste
239.91,Zona Leste
207.16,Zona Leste
276.42,Zona Leste
231.38,Zona Leste
211.84,Zona Leste
229.7,Zona Leste
228.03,Zona Leste
297.2,Zona Leste
198.78,Zona Leste
235.62,Zona Leste
218.21,Zona Leste
225.55,Zona Leste
241.64,Zona Leste
237.33,Zona Leste
211.06,Zona Leste
233.07,Zona Leste
239.05,Zona Leste
297.2,Zona Leste
239.91,Zona Leste
234.76,Zona Leste
204.85,Zona Leste
201.8,Zona Leste
195.05,Zona Leste
221.45,Zona Leste
287.16,Zona Leste
216.61,Zona Leste
233.07,Zona Leste
242.51,Zona Leste
281.27,Zona Leste
287.16,Zona Leste
298.22,Zona Leste
294.16,Zona Leste
219.02,Zona Leste
230.54,Zona Leste
225.55,Zona Leste
245.14,Zona Leste
228.87,Zona Leste
299.24,Zona Leste
281.27,Zona Leste
295.17,Zona Leste
296.19,Zona Leste
296.19,Zona Leste
294.16,Zona Leste
298.22,Zona Leste
299.24,Zona Leste
203.32,Zona Leste
296.19,Zona Leste
296.19,Zona Leste
246.02,Zona Leste
228.87,Zona Leste
202.56,Zona Leste
287.16,Zona Leste
229.7,Zona Leste
296.19,Zona Leste
298.22,Zona Leste
303.35,Zona Leste
298.22,Zona Leste
300.26,Zona Leste
202.56,Zona Leste
297.2,Zona Leste
253.14,Zona Leste
281.27,Zona Leste
298.22,Zona Leste
234.76,Zona Leste
234.76,Zona Leste
220.64,Zona Leste
246.9,Zona Leste
198.03,Zona Leste
233.91,Zona Leste
239.91,Zona Leste
230.54,Zona Leste
301.29,Zona Leste
233.07,Zona Leste
249.56,Zona Leste
201.04,Zona Leste
241.64,Zona Leste
223.9,Zona Leste
245.14,Zona Leste
232.22,Zona Leste
235.62,Zona Leste
234.76,Zona Leste
223.08,Zona Leste
238.18,Zona Leste
271.64,Zona Leste
242.51,Zona Leste
249.56,Zona Leste
263.2,Zona Leste
281.27,Zona Leste
233.91,Zona Leste
290.15,Zona Leste
230.54,Zona Leste
296.19,Zona Leste
235.62,Zona Leste
286.17,Zona Leste
239.91,Zona Leste
299.24,Zona Leste
290.15,Zona Leste
297.2,Zona Leste
298.22,Zona Leste
295.17,Zona Leste
285.19,Zona Leste
288.16,Zona Leste
286.17,Zona Leste
286.17,Zona Leste
279.32,Zona Leste
297.2,Zona Leste
277.39,Zona Leste
297.2,Zona Leste
288.16,Zona Leste
288.16,Zona Leste
299.24,Zona Leste
294.16,Zona Leste
298.22,Zona Leste
247.79,Zona Leste
296.19,Zona Leste
233.91,Zona Leste
207.94,Zona Leste
233.91,Zona Leste
228.03,Zona Leste
202.56,Zona Leste
201.04,Zona Leste
200.28,Zona Leste
230.54,Zona Leste
233.91,Zona Leste
216.61,Zona Leste
287.16,Zona Leste
275.46,Zona Leste
290.15,Zona Leste
294.16,Zona Leste
247.79,Zona Leste
242.51,Zona Leste
239.05,Zona Leste
263.2,Zona Leste
228.87,Zona Leste
246.9,Zona Leste
243.39,Zona Leste
288.16,Zona Leste
278.35,Zona Leste
298.22,Zona Leste
213.42,Zona Leste
280.29,Zona Leste
254.05,Zona Leste
203.32,Zona Leste
238.18,Zona Leste
228.87,Zona Leste
239.05,Zona Leste
305.42,Zona Leste
198.03,Zona Leste
288.16,Zona Leste
298.22,Zona Leste
296.19,Zona Leste
293.15,Zona Leste
196.54,Zona Leste
295.17,Zona Leste
294.16,Zona Leste
287.16,Zona Leste
294.16,Zona Leste
313.81,Zona Leste
300.26,Zona Leste
299.24,Zona Leste
295.17,Zona Leste
295.17,Zona Leste
301.29,Zona Leste
299.24,Zona Leste
300.26,Zona Leste
300.26,Zona Leste
303.35,Zona Leste
297.2,Zona Leste
302.32,Zona Leste
300.26,Zona Leste
299.24,Zona Leste
222.26,Zona Leste
233.91,Zona Leste
282.24,Zona Leste
220.64,Zona Leste
254.05,Zona Leste
245.14,Zona Leste
269.75,Zona Leste
287.16,Zona Leste
300.26,Zona Leste
302.32,Zona Leste
220.64,Zona Leste
352.61,Zona Leste
233.91,Zona Leste
232.22,Zona Leste
248.67,Zona Leste
263.2,Zona Leste
297.2,Zona Leste
301.29,Zona Leste
288.16,Zona Leste
295.17,Zona Leste
301.29,Zona Leste
298.22,Zona Leste
213.42,Zona Leste
246.02,Zona Leste
214.22,Zona Leste
237.33,Zona Leste
205.62,Zona Leste
204.85,Zona Leste
242.51,Zona Leste
235.62,Zona Leste
225.55,Zona Leste
292.15,Zona Leste
278.35,Zona Leste
246.02,Zona Leste
252.24,Zona Leste
280.29,Zona Leste
300.26,Zona Leste
295.17,Zona Leste
248.67,Zona Leste
241.64,Zona Leste
233.07,Zona Leste
227.2,Zona Leste
235.62,Zona Leste
225.55,Zona Leste
230.54,Zona Leste
283.22,Zona Leste
300.26,Zona Leste
303.35,Zona Leste
300.26,Zona Leste
304.38,Zona Leste
252.24,Zona Leste
252.24,Zona Leste
207.16,Zona Leste
238.18,Zona Leste
228.87,Zona Leste
230.54,Zona Leste
201.04,Zona Leste
246.02,Zona Leste
267.86,Zona Leste
246.02,Zona Leste
300.26,Zona Leste
298.22,Zona Leste
298.22,Zona Leste
302.32,Zona Leste
236.47,Zona Leste
217.41,Zona Leste
226.37,Zona Leste
302.32,Zona Leste
217.41,Zona Leste
235.62,Zona Leste
237.33,Zona Leste
300.26,Zona Leste
246.9,Zona Leste
248.67,Zona Leste
297.2,Zona Leste
318.07,Zona Leste
296.19,Zona Leste
298.22,Zona Leste
352.61,Zona Leste
215.81,Zona Leste
225.55,Zona Leste
233.91,Zona Leste
195.05,Zona Leste
250.45,Zona Leste
297.2,Zona Leste
285.19,Zona Leste
298.22,Zona Leste
246.9,Zona Leste
262.27,Zona Leste
215.01,Zona Leste
204.85,Zona Leste
237.33,Zona Leste
298.22,Zona Leste
300.26,Zona Leste
300.26,Zona Leste
305.42,Zona Leste
302.32,Zona Leste
341.17,Zona Leste
300.26,Zona Leste
299.24,Zona Leste
207.16,Zona Leste
219.02,Zona Leste
244.26,Zona Leste
213.42,Zona Leste
247.79,Zona Leste
271.64,Zona Leste
232.22,Zona Leste
246.02,Zona Leste
230.54,Zona Leste
239.05,Zona Leste
250.45,Zona Leste
238.18,Zona Leste
233.07,Zona Leste
217.41,Zona Leste
239.91,Zona Leste
210.27,Zona Leste
250.45,Zona Leste
234.76,Zona Leste
265.99,Zona Leste
206.39,Zona Leste
254.05,Zona Leste
251.35,Zona Leste
255.86,Zona Leste
236.47,Zona Leste
230.54,Zona Leste
233.91,Zona Leste
302.32,Zona Leste
257.68,Zona Leste
235.62,Zona Leste
250.45,Zona Leste
256.76,Zona Leste
206.39,Zona Leste
227.2,Zona Leste
301.29,Zona Leste
304.38,Zona Leste
300.26,Zona Leste
301.29,Zona Leste
302.32,Zona Leste
253.14,Zona Leste
216.61,Zona Leste
246.9,Zona Leste
204.08,Zona Leste
227.2,Zona Leste
232.22,Zona Leste
315.94,Zona Leste
299.24,Zona Leste
305.42,Zona Leste
301.29,Zona Leste
300.26,Zona Leste
210.27,Zona Leste
227.2,Zona Leste
237.33,Zona Leste
238.18,Zona Leste
249.56,Zona Leste
300.26,Zona Leste
232.22,Zona Leste
277.39,Zona Leste
249.56,Zona Leste
300.26,Zona Leste
299.24,Zona Leste
302.32,Zona Leste
299.24,Zona Leste
300.26,Zona Leste
300.26,Zona Leste
300.26,Zona Leste
300.26,Zona Leste
305.42,Zona Leste
213.42,Zona Leste
234.76,Zona Leste
240.77,Zona Leste
204.85,Zona Leste
247.79,Zona Leste
275.46,Zona Leste
224.72,Zona Leste
270.69,Zona Leste
301.29,Zona Leste
302.32,Zona Leste
298.22,Zona Leste
226.37,Zona Leste
219.02,Zona Leste
241.64,Zona Leste
234.76,Zona Leste
240.77,Zona Leste
265.99,Zona Leste
281.27,Zona Leste
303.35,Zona Leste
305.42,Zona Leste
302.32,Zona Leste
237.33,Zona Leste
241.64,Zona Leste
222.26,Zona Leste
255.86,Zona Leste
208.71,Zona Leste
223.9,Zona Leste
240.77,Zona Leste
235.62,Zona Leste
254.05,Zona Leste
219.83,Zona Leste
305.42,Zona Leste
304.38,Zona Leste
303.35,Zona Leste
306.46,Zona Leste
299.24,Zona Leste
246.9,Zona Leste
233.07,Zona Leste
236.47,Zona Leste
253.14,Zona Leste
233.07,Zona Leste
235.62,Zona Leste
249.56,Zona Leste
306.46,Zona Leste
243.39,Zona Leste
289.15,Zona Leste
219.83,Zona Leste
249.56,Zona Leste
241.64,Zona Leste
275.46,Zona Leste
256.76,Zona Leste
254.05,Zona Leste
237.33,Zona Leste
251.35,Zona Leste
291.15,Zona Leste
315.94,Zona Leste
304.38,Zona Leste
221.45,Zona Leste
208.71,Zona Leste
245.14,Zona Leste
212.63,Zona Leste
251.35,Zona Leste
245.14,Zona Leste
256.76,Zona Leste
251.35,Zona Leste
254.95,Zona Leste
306.46,Zona Leste
348.0,Zona Leste
304.38,Zona Leste
287.16,Zona Leste
304.38,Zona Leste
231.38,Zona Leste
306.46,Zona Leste
306.46,Zona Leste
255.86,Zona Leste
250.45,Zona Leste
265.99,Zona Leste
207.16,Zona Leste
307.5,Zona Leste
254.05,Zona Leste
225.55,Zona Leste
241.64,Zona Leste
208.71,Zona Leste
256.76,Zona Leste
243.39,Zona Leste
306.46,Zona Leste
256.76,Zona Leste
308.55,Zona Leste
340.04,Zona Leste
259.51,Zona Leste
315.94,Zona Leste
326.73,Zona Leste
305.42,Zona Leste
207.16,Zona Leste
308.55,Zona Leste
253.14,Zona Leste
302.32,Zona Leste
303.35,Zona Leste
305.42,Zona Leste
246.9,Zona Leste
307.5,Zona Leste
210.27,Zona Leste
246.02,Zona Leste
226.37,Zona Leste
210.27,Zona Leste
259.51,Zona Leste
294.16,Zona Leste
254.95,Zona Leste
247.79,Zona Leste
304.38,Zona Leste
307.5,Zona Leste
259.51,Zona Leste
226.37,Zona Leste
212.63,Zona Leste
253.14,Zona Leste
238.18,Zona Leste
255.86,Zona Leste
254.95,Zona Leste
308.55,Zona Leste
312.75,Zona Leste
311.7,Zona Leste
308.55,Zona Leste
309.59,Zona Leste
313.81,Zona Leste
226.37,Zona Leste
269.75,Zona Leste
228.87,Zona Leste
214.22,Zona Leste
253.14,Zona Leste
246.02,Zona Leste
243.39,Zona Leste
234.76,Zona Leste
211.06,Zona Leste
248.67,Zona Leste
235.62,Zona Leste
255.86,Zona Leste
303.35,Zona Leste
327.82,Zona Leste
307.5,Zona Leste
317.0,Zona Leste
213.42,Zona Leste
314.87,Zona Leste
307.5,Zona Leste
312.75,Zona Leste
310.65,Zona Leste
249.56,Zona Leste
228.03,Zona Leste
221.45,Zona Leste
257.68,Zona Leste
218.21,Zona Leste
228.03,Zona Leste
246.02,Zona Leste
217.41,Zona Leste
242.51,Zona Leste
233.91,Zona Leste
244.26,Zona Leste
211.06,Zona Leste
254.95,Zona Leste
258.59,Zona Leste
302.32,Zona Leste
250.45,Zona Leste
307.5,Zona Leste
307.5,Zona Leste
303.35,Zona Leste
310.65,Zona Leste
305.42,Zona Leste
307.5,Zona Leste
215.81,Zona Leste
215.01,Zona Leste
242.51,Zona Leste
310.65,Zona Leste
304.38,Zona Leste
251.35,Zona Leste
289.15,Zona Leste
307.5,Zona Leste
313.81,Zona Leste
312.75,Zona Leste
215.01,Zona Leste
233.91,Zona Leste
238.18,Zona Leste
239.91,Zona Leste
209.49,Zona Leste
237.33,Zona Leste
305.42,Zona Leste
253.14,Zona Leste
300.26,Zona Leste
317.0,Zona Leste
307.5,Zona Leste
254.05,Zona Leste
308.55,Zona Leste
305.42,Zona Leste
308.55,Zona Leste
308.55,Zona Leste
274.5,Zona Leste
305.42,Zona Leste
310.65,Zona Leste
301.29,Zona Leste
257.68,Zona Leste
307.5,Zona Leste
242.51,Zona Leste
211.84,Zona Leste
215.81,Zona Leste
312.75,Zona Leste
211.06,Zona Leste
210.27,Zona Leste
233.91,Zona Leste
211.84,Zona Leste
233.07,Zona Leste
256.76,Zona Leste
257.68,Zona Leste
244.26,Zona Leste
251.35,Zona Leste
269.75,Zona Leste
304.38,Zona Leste
307.5,Zona Leste
291.15,Zona Leste
298.22,Zona Leste
314.87,Zona Leste
304.38,Zona Leste
348.0,Zona Leste
308.55,Zona Leste
309.59,Zona Leste
309.59,Zona Leste
271.64,Zona Leste
310.65,Zona Leste
210.27,Zona Leste
304.38,Zona Leste
246.02,Zona Leste
308.55,Zona Leste
249.56,Zona Leste
259.51,Zona Leste
216.61,Zona Leste
263.2,Zona Leste
245.14,Zona Leste
219.02,Zona Leste
208.71,Zona Leste
234.76,Zona Leste
254.05,Zona Leste
278.35,Zona Leste
230.54,Zona Leste
253.14,Zona Leste
263.2,Zona Leste
253.14,Zona Leste
305.42,Zona Leste
256.76,Zona Leste
284.2,Zona Leste
256.76,Zona Leste
309.59,Zona Leste
307.5,Zona Leste
313.81,Zona Leste
309.59,Zona Leste
312.75,Zona Leste
307.5,Zona Leste
350.3,Zona Leste
310.65,Zona Leste
258.59,Zona Leste
314.87,Zona Leste
312.75,Zona Leste
314.87,Zona Leste
219.83,Zona Leste
213.42,Zona Leste
252.24,Zona Leste
237.33,Zona Leste
209.49,Zona Leste
311.7,Zona Leste
257.68,Zona Leste
252.24,Zona Leste
293.15,Zona Leste
258.59,Zona Leste
271.64,Zona Leste
307.5,Zona Leste
312.75,Zona Leste
314.87,Zona Leste
317.0,Zona Leste
308.55,Zona Leste
213.42,Zona Leste
313.81,Zona Leste
231.38,Zona Leste
358.44,Zona Leste
259.51,Zona Leste
320.22,Zona Leste
334.45,Zona Leste
220.64,Zona Leste
239.91,Zona Leste
245.14,Zona Leste
239.05,Zona Leste
240.77,Zona Leste
210.27,Zona Leste
214.22,Zona Leste
234.76,Zona Leste
304.38,Zona Leste
296.19,Zona Leste
246.02,Zona Leste
248.67,Zona Leste
268.8,Zona Leste
314.87,Zona Leste
295.17,Zona Leste
308.55,Zona Leste
311.7,Zona Leste
308.55,Zona Leste
314.87,Zona Leste
302.32,Zona Leste
315.94,Zona Leste
314.87,Zona Leste
314.87,Zona Leste
258.59,Zona Leste
214.22,Zona Leste
228.03,Zona Leste
314.87,Zona Leste
263.2,Zona Leste
314.87,Zona Leste
228.87,Zona Leste
219.83,Zona Leste
217.41,Zona Leste
246.02,Zona Leste
241.64,Zona Leste
228.87,Zona Leste
228.03,Zona Leste
263.2,Zona Leste
265.99,Zona Leste
306.46,Zona Leste
306.46,Zona Leste
312.75,Zona Leste
309.59,Zona Leste
264.12,Zona Leste
314.87,Zona Leste
317.0,Zona Leste
318.07,Zona Leste
317.0,Zona Leste
306.46,Zona Leste
312.75,Zona Leste
265.06,Zona Leste
260.42,Zona Leste
215.81,Zona Leste
238.18,Zona Leste
258.59,Zona Leste
243.39,Zona Leste
234.76,Zona Leste
234.76,Zona Leste
306.46,Zona Leste
304.38,Zona Leste
314.87,Zona Leste
304.38,Zona Leste
313.81,Zona Leste
313.81,Zona Leste
318.07,Zona Leste
320.22,Zona Leste
310.65,Zona Leste
314.87,Zona Leste
267.86,Zona Leste
255.86,Zona Leste
235.62,Zona Leste
242.51,Zona Leste
252.24,Zona Leste
263.2,Zona Leste
313.81,Zona Leste
259.51,Zona Leste
258.59,Zona Leste
309.59,Zona Leste
253.14,Zona Leste
313.81,Zona Leste
310.65,Zona Leste
312.75,Zona Leste
314.87,Zona Leste
284.2,Zona Leste
319.15,Zona Leste
222.26,Zona Leste
242.51,Zona Leste
255.86,Zona Leste
237.33,Zona Leste
245.14,Zona Leste
235.62,Zona Leste
245.14,Zona Leste
260.42,Zona Leste
313.81,Zona Leste
319.15,Zona Leste
317.0,Zona Leste
308.55,Zona Leste
315.94,Zona Leste
227.2,Zona Leste
265.06,Zona Leste
251.35,Zona Leste
224.72,Zona Leste
211.84,Zona Leste
223.08,Zona Leste
248.67,Zona Leste
241.64,Zona Leste
210.27,Zona Leste
265.99,Zona Leste
307.5,Zona Leste
241.64,Zona Leste
266.92,Zona Leste
274.5,Zona Leste
262.27,Zona Leste
260.42,Zona Leste
302.32,Zona Leste
254.95,Zona Leste
323.46,Zona Leste
320.22,Zona Leste
321.3,Zona Leste
318.07,Zona Leste
295.17,Zona Leste
312.75,Zona Leste
317.0,Zona Leste
314.87,Zona Leste
312.75,Zona Leste
311.7,Zona Leste
225.55,Zona Leste
228.87,Zona Leste
220.64,Zona Leste
243.39,Zona Leste
262.27,Zona Leste
242.51,Zona Leste
258.59,Zona Leste
215.01,Zona Leste
253.14,Zona Leste
211.06,Zona Leste
240.77,Zona Leste
238.18,Zona Leste
313.81,Zona Leste
256.76,Zona Leste
310.65,Zona Leste
319.15,Zona Leste
320.22,Zona Leste
313.81,Zona Leste
215.81,Zona Leste
320.22,Zona Leste
309.59,Zona Leste
313.81,Zona Leste
317.0,Zona Leste
320.22,Zona Leste
264.12,Zona Leste
314.87,Zona Leste
261.35,Zona Leste
236.47,Zona Leste
226.37,Zona Leste
281.27,Zona Leste
231.38,Zona Leste
212.63,Zona Leste
215.81,Zona Leste
217.41,Zona Leste
243.39,Zona Leste
211.84,Zona Leste
270.69,Zona Leste
260.42,Zona Leste
320.22,Zona Leste
273.55,Zona Leste
255.86,Zona Leste
309.59,Zona Leste
257.68,Zona Leste
254.95,Zona Leste
321.3,Zona Leste
319.15,Zona Leste
321.3,Zona Leste
318.07,Zona Leste
280.29,Zona Leste
216.61,Zona Leste
218.21,Zona Leste
257.68,Zona Leste
242.51,Zona Leste
220.64,Zona Leste
215.81,Zona Leste
246.9,Zona Leste
240.77,Zona Leste
219.02,Zona Leste
280.29,Zona Leste
274.5,Zona Leste
281.27,Zona Leste
245.14,Zona Leste
319.15,Zona Leste
264.12,Zona Leste
325.64,Zona Leste
312.75,Zona Leste
322.38,Zona Leste
315.94,Zona Leste
314.87,Zona Leste
322.38,Zona Leste
320.22,Zona Leste
271.64,Zona Leste
242.51,Zona Leste
244.26,Zona Leste
246.9,Zona Leste
